,name,amount,price,reviews,cost_per_ml
2581,Narciso Rodriguez For Him Bleu Noir  ,150,71.5,7.6,0.4766666666666667
2583,RED Evaflor Whisky  ,100,11.05,5.6,0.1105
2584,Cartier L'Envol  ,50,136.49,7.8,2.7298
2585,Caron Pour un Homme  ,75,67.81,7.6,0.9041333333333333
2587,Bugatti Signature Black  ,100,20.0,6.4,0.2
2589,Loewe Solo Cedro  ,50,61.99,7.3,1.2398
2590,Dunhill London  ,50,32.0,7.2,0.64
2591,Cuba VIP  ,100,8.92,5.7,0.0892
2592,Givenchy Pi  ,50,40.99,7.9,0.8198000000000001
2593,Iceberg Homme  ,200,19.44,6.9,0.09720000000000001
2594,Guerlain L'Homme Ideal  ,150,70.55,8.4,0.4703333333333333
2595,Ungaro Masculin  ,90,14.28,7.1,0.15866666666666665
2596,Burberry Mr. Burberry  ,50,27.95,6.6,0.5589999999999999
2597,Perfumer's Choice NO. 9 Victor  ,83,14.25,8.1,0.1716867469879518
2598,Ralph Lauren Polo Red  ,125,43.95,6.5,0.3516
2599,Hugo Boss Jeans  ,75,22.65,6.2,0.302
2600,Eight & Bob Cap D'Antibes  ,100,97.5,7.1,0.975
2601,Armaf Club De Nuit Urban Elixir  ,10,9.85,7.9,0.985
2603,Angel Schlesser Homme  ,125,25.99,6.8,0.20792
2604,JOOP! Go  ,50,17.95,6.9,0.359
2606,Ed Hardy for Men  ,100,16.8,5.9,0.168
2607,Yardley Gentleman Urbane  ,100,14.95,6.7,0.1495
2608,Burberry Mr. Burberry  ,30,28.95,6.6,0.965
2610,Abercrombie & Fitch 100% Passion Man  ,100,36.9,6.3,0.369
2612,Ralph Lauren Polo Blue  ,20,25.0,7.1,1.25
2613,Topman Amber  ,100,7.95,7.5,0.0795
2615,Lacoste L.12.12 Blanc  ,100,42.99,7.2,0.4299
2617,Swiss Arabian Rakaan  ,50,43.62,7.4,0.8724
2618,Al Haramain L'Aventure  ,100,29.0,7.8,0.29
2619,Amouage Portrayal Man  ,100,311.9,7.9,3.1189999999999998
2620,Xerjoff Casamorati Mefisto Gentiluomo  ,100,153.0,8.1,1.53
2621,Benetton Colors de Man Black  ,200,30.5,7.6,0.1525
2622,Dsquared2 Original Wood  ,30,26.18,7.5,0.8726666666666667
2624,Lattafa Oud Mood Reminiscence  ,100,15.46,8.0,0.15460000000000002
2625,Karl Lagerfeld Classic Grey  ,50,19.0,6.9,0.38
2626,Alexandre.J Le Royal  ,60,79.99,7.9,1.3331666666666666
2627,Trussardi My Land  ,100,61.1,6.7,0.611
2628,Angel Schlesser Homme  ,75,16.99,6.8,0.2265333333333333
2629,Bruno Banani Magic Man  ,50,9.66,6.2,0.1932
2630,Hermes Terre d’Hermes Intense  ,200,171.7,7.6,0.8584999999999999
2632,Lacoste Original  ,60,36.48,8.0,0.608
2633,Rabanne Black XS For Him  ,50,33.93,7.3,0.6786
2634,Jean Patou Pour Homme  ,100,29.97,8.4,0.29969999999999997
2635,Salvatore Ferragamo F Pour Homme  ,100,28.65,7.4,0.2865
2637,BVLGARI Man In Black  ,150,83.95,7.9,0.5596666666666666
2638,Roberto Cavalli Wild Heart For Him  ,90,22.78,8.0,0.2531111111111111
2639,Prada Luna Rossa Black  ,100,92.95,8.2,0.9295
2640,Maison Alhambra Glacier Le Noir  ,100,25.5,7.7,0.255
2641,Karl Lagerfeld Man  ,100,21.95,6.6,0.2195
2642,Salvador Dali Agua Verde  ,30,2.95,6.1,0.09833333333333334
2643,Ted Baker Au  ,25,15.95,8.0,0.638
2644,Dolce & Gabbana The One Grey  ,30,33.95,6.7,1.1316666666666668
2645,Givenchy Gentleman Society  ,200,87.2,7.3,0.436
2646,Gisada Uomo  ,100,100.8,7.4,1.008
2647,Jeanne en Provence Lavande & Vétiver  ,100,10.0,7.4,0.1
2648,Davidoff Horizon  ,40,27.99,6.8,0.69975
2651,Guy Laroche Drakkar Noir  ,30,9.45,7.6,0.315
2652,Mustang Blue  ,100,10.1,6.6,0.10099999999999999
2653,Diesel D Red  ,100,55.58,6.8,0.5558
2654,Abercrombie & Fitch Authentic Self Men  ,30,20.2,7.7,0.6733333333333333
2655,Tommy Hilfiger Forever  ,50,23.2,7.0,0.46399999999999997
2656,Vince Camuto  ,100,28.0,7.4,0.28
2657,Tommy Bahama  ,100,28.0,7.9,0.28
2658,Franck Olivier Sun Java  ,75,28.99,7.7,0.38653333333333334
2659,Houbigant Fougere Royale  ,100,77.95,8.0,0.7795000000000001
2661,Armaf Shades Wood  ,100,18.0,7.0,0.18
2662,Police To Be My Avatar  ,125,17.99,7.5,0.14392
2663,Elie Saab L'Homme  ,100,60.7,6.7,0.607
2664,Coty Musk  ,44,8.4,6.9,0.19090909090909092
2666,Angel Schlesser Essential Men  ,100,24.99,7.5,0.24989999999999998
2667,Nasomatto Duro  ,30,110.5,8.1,3.683333333333333
2669,Rasasi Hawas Atlantis  ,100,25.84,7.6,0.2584
2670,Afnan Mirsaal Of Trust  ,90,33.2,7.5,0.36888888888888893
2671,Lacoste Live  ,60,26.15,5.5,0.4358333333333333
2672,Police To Be The King  ,40,9.45,6.5,0.23625
2673,Tonino Lamborghini Acqua  ,125,8.7,6.5,0.0696
2674,Armaf Hunter Men  ,100,15.0,7.2,0.15
2675,Mancera Wind Wood  ,120,69.79,7.3,0.5815833333333333
2676,Giorgio Armani Acqua Di Giò Profondo  ,100,76.72,7.6,0.7672
2677,Fragrance World Supreme L'Homme  ,100,36.51,7.6,0.3651
2678,Giorgio Beverly Hills Wings for Men  ,30,8.95,5.8,0.2983333333333333
2679,Giorgio Armani Acqua Di Gio Homme  ,100,77.6,7.8,0.7759999999999999
2680,Lattafa Asad Zanzibar  ,100,17.3,6.6,0.17300000000000001
2681,Coach Open Road  ,100,46.24,7.3,0.46240000000000003
2682,Givenchy Gentleman Society  ,40,43.92,7.3,1.098
2683,Afnan Supremacy Silver  ,150,29.72,7.7,0.19813333333333333
2684,Al Haramain Signature Blue  ,100,14.95,7.4,0.1495
2685,Issey Miyake Nuit D'issey  ,75,28.99,6.9,0.38653333333333334
2686,Police Icon  ,125,34.99,7.0,0.27992
2687,Dior Eau Sauvage  ,200,367.49,7.5,1.83745
2688,Hermes H24  ,100,46.13,7.4,0.46130000000000004
2689,Burberry The Beat For Men  ,50,38.01,6.7,0.7602
2691,Real Time Big Eagle Collection Black  ,100,12.79,3.5,0.12789999999999999
2692,Adidas Pure Game  ,100,5.74,6.0,0.0574
2693,Rabanne Pure XS  ,150,70.55,6.6,0.4703333333333333
2694,Yardley Gentleman Elite  ,100,12.95,6.7,0.1295
2695,Zadig & Voltaire This Is Love! Him  ,30,33.95,7.7,1.1316666666666668
2696,Police To Be Hyperverse Man  ,125,17.3,5.5,0.1384
2697,French Avenue Black Kabul New Edition  ,60,19.99,8.8,0.33316666666666667
2698,Puig Quorum Silver  ,100,11.95,7.7,0.1195
2699,Abercrombie & Fitch Fierce Reserve  ,100,82.53,6.9,0.8253
2700,Montblanc Legend Red  ,30,20.98,6.6,0.6993333333333334
2701,Etat Libre d'Orange Fat Electrician  ,50,83.4,7.3,1.6680000000000001
2703,Dunhill Black  ,30,10.99,6.0,0.36633333333333334
2704,Armani Acqua di Giò Profondo  ,50,62.01,7.6,1.2402
2705,Carolina Herrera 212 NYC Men  ,50,57.7,7.5,1.1540000000000001
2706,Floris JF  ,100,67.2,7.1,0.672
2707,Diesel Only The Brave Tattoo  ,75,35.0,6.4,0.4666666666666667
2708,Emperor Blue Emperador  ,100,74.6,8.5,0.746
2709,Calvin Klein Eternity For Men  ,100,37.05,6.7,0.3705
2710,Dunhill Amalfi Citrus  ,100,52.02,7.6,0.5202
2711,S.T. Dupont So Dupont Pour Homme  ,30,10.95,7.4,0.365
2712,Abercrombie & Fitch Away Man  ,30,19.2,6.6,0.64
2713,Riiffs Prive Platinum  ,100,21.8,8.1,0.218
2715,Giorgio Armani Code  ,15,19.25,7.6,1.2833333333333334
2716,Tom Tailor Adventurous Extreme  ,50,21.5,7.3,0.43
2717,Kenzo Homme  ,60,46.14,8.1,0.769
2718,Puig Agua Brava  ,500,39.92,7.8,0.07984000000000001
2720,Calvin Klein Escape For Men  ,50,19.95,7.2,0.39899999999999997
2721,Davidoff Cool Water Ocean Extreme  ,200,79.0,7.0,0.395
2722,Azzaro L'Eau Pour Homme  ,100,26.64,7.2,0.2664
2724,DKNY MEN  ,100,125.99,8.3,1.2599
2726,The Body Shop Kistna  ,100,30.0,6.6,0.3
2727,Gant  ,100,63.2,8.0,0.632
2728,Carolina Herrera 212 Heroes  ,90,60.7,6.5,0.6744444444444445
2729,Demeter Dirt Cologne ,120,36.49,6.2,0.30408333333333337
2730,Viktor & Rolf Spicebomb Night Vision  ,50,49.95,7.1,0.9990000000000001
2731,Armaf Hunter Men Jungle  ,100,21.2,7.7,0.212
2732,Chanel Allure Homme  ,150,130.0,8.3,0.8666666666666667
2733,Guerlain Heritage  ,100,70.0,8.2,0.7
2734,Tommy Hilfiger New York  ,100,28.8,7.2,0.28800000000000003
2736,Ralph Lauren Polo Blue  ,40,26.45,7.1,0.66125
2737,Givenchy Insensé  ,50,89.99,8.4,1.7997999999999998
2739,Shawn Mendes Signature  ,10,11.5,6.9,1.15
2740,Jacques Bogart Story Red Men  ,100,23.1,6.2,0.231
2742,Tom Tailor Perspective  ,30,9.6,7.7,0.32
2743,Dolce & Gabbana The One For Men Intense  ,100,43.99,7.5,0.4399
2744,Yves Saint Laurent La Nuit De L'Homme Le  ,60,63.95,8.0,1.0658333333333334
2745,Boellis Panama Daytona 10  ,100,105.89,7.6,1.0589
2746,Mauboussin Pour Lui  ,100,18.5,7.8,0.185
2747,Louis Cardin Credible  ,100,13.35,5.5,0.1335
2748,Dior Eau Sauvage Extreme  ,100,120.0,7.8,1.2
2749,Gucci Tears Of Iris  ,100,174.91,8.0,1.7490999999999999
2750,Oriflame Ascendant  ,75,17.3,6.9,0.2306666666666667
2751,Georges Mezotti Silver Men  ,100,11.65,6.5,0.1165
2752,Swiss Arabian Cardamom And Apple  ,100,21.59,7.8,0.2159
2753,Burberry The Beat For Men  ,100,47.01,6.7,0.47009999999999996
2756,Rabanne Pure XS Night  ,50,69.95,7.2,1.399
2759,Adidas Ice Dive  ,50,4.2,5.6,0.084
2760,Valentino Donna  ,50,62.95,7.5,1.2590000000000001
2761,Acqua Di Parma Oud & Spice  ,100,109.95,7.4,1.0995
2763,Hugo Boss Orange Man  ,60,26.95,6.8,0.44916666666666666
2765,Giorgio Armani Code Colonia  ,75,262.49,6.9,3.4998666666666667
2766,Burberry Brit Men  ,50,19.43,7.5,0.3886
2768,French Avenue An Equestrian Series Haydan  ,100,33.16,8.1,0.33159999999999995
2769,Jean Paul Gaultier Le Male Elixir Absolu  ,75,66.45,7.8,0.886
2770,Givenchy Gentleman Society Ambree  ,100,76.96,7.9,0.7696
2771,Karl Lagerfeld Bois D´Ambre  ,100,19.95,7.4,0.19949999999999998
2772,4711 Acqua Colonia Intense Pure Breeze Of Himalaya  ,170,27.15,6.8,0.15970588235294117
2774,AVON Elite Gentleman In Black  ,75,20.99,5.0,0.27986666666666665
2775,Givenchy Gentleman 2017  ,100,43.65,7.2,0.4365
2776,Ralph Lauren Polo Men  ,59,42.78,7.8,0.7250847457627119
2777,JOOP! Homme Extreme Intense  ,75,78.99,6.1,1.0532
2778,Rabanne Invictus  ,5,19.99,6.5,3.9979999999999998
2780,Jimmy Choo Man Blue  ,50,24.2,6.1,0.484
2782,Hermes H24 Herbes Vives  ,50,71.2,7.7,1.4240000000000002
2785,Kanon Norwegian Wood  ,100,83.99,6.2,0.8399
2786,Mancera Cosmic Pepper  ,120,72.25,7.3,0.6020833333333333
2787,Rochas Moustache  ,125,28.31,8.1,0.22648
2788,Shiseido ZEN  ,50,53.2,7.8,1.064
2789,Azzaro Wanted Tonic  ,50,20.95,5.5,0.419
2792,Vurv Royce Black  ,100,28.99,8.2,0.2899
2793,Ferrari Scuderia Red  ,75,29.99,6.2,0.39986666666666665
2794,Truefitt & Hill Trafalgar  ,100,80.0,7.5,0.8
2795,Versace Pour Homme  ,5,10.49,7.7,2.098
2796,Davidoff Champion  ,90,16.95,5.8,0.18833333333333332
2797,Antonio Banderas Blue Seduction For Men  ,200,18.45,7.5,0.09225
2799,Rabanne Invictus  ,10,18.45,6.5,1.845
2801,Jean Paul Gaultier Le Male In The Navy  ,125,88.36,6.8,0.70688
2803,Zippo Fragrances Mythos  ,40,11.95,7.4,0.29874999999999996
2804,Jimmy Choo Urban Hero Gold  ,50,25.0,5.7,0.5
2805,JOOP! Go!  ,30,11.9,6.9,0.39666666666666667
2807,Geo F Trumper Paisley Cologne ,50,56.99,8.4,1.1398000000000001
2809,Jaguar Era  ,60,12.41,6.9,0.20683333333333334
2810,John Varvatos  ,75,26.48,7.8,0.3530666666666667
2811,AVON Wild Country  ,75,7.6,7.6,0.10133333333333333
2812,Issey Miyake L'Eau D'Issey Pure Petale De Nectar  ,30,30.0,7.0,1.0
2813,Guess Seductive Noir Homme  ,30,15.44,7.5,0.5146666666666666
2814,Dolce & Gabbana The One  ,150,90.5,8.4,0.6033333333333334
2815,La Rive Extreme Story  ,75,35.02,6.6,0.46693333333333337
2816,Giorgio Armani Acqua Di Gio  ,75,63.2,8.3,0.8426666666666667
2817,Halloween Man Mystery  ,50,34.4,7.5,0.688
2818,Cartier Pasha  ,100,70.0,8.1,0.7
2819,Laura Biagiotti Roma Passione Uomo  ,125,34.95,5.9,0.2796
2820,Police Gentleman  ,100,12.45,7.6,0.1245
2821,Police Energy  ,100,13.95,6.7,0.13949999999999999
2822,David Beckham Beyond  ,60,11.25,6.3,0.1875
2823,Joop! Wow! For Men  ,60,20.25,7.3,0.3375
2824,Giorgio Armani He  ,50,33.0,7.5,0.66
2825,Kenneth Cole RSVP  ,100,17.95,5.9,0.1795
2826,Ralph Lauren Polo Oud  ,125,108.36,8.4,0.86688
2827,Tabac Original  ,150,12.65,7.5,0.08433333333333333
2828,Karl Lagerfeld Classic Grey  ,100,15.75,6.9,0.1575
2829,Abercrombie & Fitch Fierce  ,50,24.6,7.6,0.49200000000000005
2830,Armani Acqua di Giò Intense  ,30,60.6,7.6,2.02
2832,Calvin Klein DEFY For Him  ,30,15.49,5.9,0.5163333333333333
2833,Cristiano Ronaldo CR7 Game On  ,100,18.0,7.5,0.18
2834,Mercedes Benz Man  ,100,30.4,6.5,0.304
2835,Abercrombie & Fitch Fierce Reserve  ,50,60.95,6.9,1.219
2836,Tom Ford Noir  ,50,99.95,8.4,1.999
2837,Tommy Hilfiger New York  ,30,12.95,7.2,0.43166666666666664
2838,Kenzo Homme  ,110,56.08,8.1,0.5098181818181818
2839,Mexx Black Man  ,30,6.86,6.4,0.22866666666666668
2841,Rabanne Invictus Elixir  ,200,131.75,7.7,0.65875
2842,Bharara Elegance  ,100,106.09,8.0,1.0609
2843,Giorgio Armani Acqua Di Gio Pour Homme  ,15,17.99,7.8,1.1993333333333331
2844,Lacoste Essential Sport  ,125,79.99,6.0,0.6399199999999999
2845,Givenchy Gentleman  ,60,43.8,8.3,0.73
2846,Jean Paul Gaultier Scandal  ,50,58.1,6.8,1.162
2847,Antonio Banderas The Secret Absolu  ,100,26.1,7.4,0.261
2848,Azzaro Solarissimo Levanzo  ,75,34.99,6.8,0.46653333333333336
2849,Geo F Trumper Sandalwood  ,100,126.27,7.7,1.2627
2850,Karl Lagerfeld Classic  ,50,14.45,7.3,0.289
2851,Tom Ford Grey Vetiver  ,50,85.95,7.9,1.719
2852,Calvin Klein Euphoria Gold Men  ,100,144.99,8.4,1.4499000000000002
2854,AVON Attraction For Him  ,75,10.8,6.3,0.14400000000000002
2855,Ard Al Zaafaran Dirham Gold  ,100,9.58,6.8,0.0958
2856,Miraculum Enigmatic  ,50,6.88,8.0,0.1376
2857,Hackett Absolute  ,50,22.64,7.4,0.45280000000000004
2858,Jesus Del Pozo Halloween Man  ,75,35.29,7.3,0.4705333333333333
2860,Creed Tabarome Millesime  ,250,409.99,7.2,1.63996
2861,Police To Be Exotic Jungle Man  ,75,16.45,7.1,0.21933333333333332
2862,Umbro Energy  ,100,14.99,5.1,0.1499
2863,Mercedes Benz The Move Live Moment  ,60,20.44,7.4,0.3406666666666667
2864,Hermes Terre d' Eau Givree  ,50,58.79,8.3,1.1758
2866,Revolution Man Resurrection  ,100,6.87,8.5,0.0687
2867,Coty Sand & Sable  ,10,5.3,7.1,0.53
2868,Brut Attraction Totale  ,100,8.4,7.0,0.084
2869,Dolce & Gabbana Intenso Pour Homme  ,200,57.99,7.3,0.28995
2870,Baldessarini Ambre  ,50,27.89,7.1,0.5578
2872,Calvin Klein Eternity For Men Summer 2012  ,100,75.0,5.9,0.75
2874,Burberry Weekend For Men  ,30,14.23,6.6,0.47433333333333333
2875,Adolfo Dominguez Agua Fresca  ,120,27.95,7.5,0.23291666666666666
2876,Guess 1981 Men  ,100,19.8,7.8,0.198
2878,Hollister Feelin´ Free For Him  ,100,11.56,7.8,0.11560000000000001
2879,Lacoste Essential Sport  ,75,75.0,6.0,1.0
2880,La Rive Heroic  ,100,7.3,7.7,0.073
2881,Dunhill Desire Blue  ,150,33.4,6.9,0.22266666666666665
2882,Emperor Blue Caballero  ,100,73.2,6.4,0.732
2883,Khadlaj 25 Experience  ,100,28.99,7.2,0.2899
2884,Armaf Italiano Nero  ,100,43.97,6.5,0.4397
2885,Dunhill Signature Collection Indian Sandalwood  ,100,58.0,7.7,0.58
2886,La Rive Red Line  ,90,11.11,6.6,0.12344444444444444
2887,James Bond 007 Ocean Royale  ,50,73.49,4.0,1.4698
2888,Tommy Hilfiger Forever  ,100,21.0,7.0,0.21
2889,Rochas Man  ,100,28.45,7.6,0.2845
2890,Penhaligon's Sartorial  ,100,125.71,8.0,1.2570999999999999
2891,Korres Philosia  ,50,24.99,7.6,0.49979999999999997
2892,Lacoste L.12.12. Pour Lui Magnetic  ,8,15.49,6.4,1.93625
2893,Hollister Festival Nite For Him  ,30,26.13,7.6,0.871
2894,Viktor & Rolf Spicebomb Dark Leather  ,50,38.9,7.7,0.778
2895,Carolina Herrera for Men  ,100,61.0,7.7,0.61
2897,Daniel Hechter Caractere  ,50,8.0,7.7,0.16
2898,Laura Biagiotti Roma Uomo  ,125,34.05,7.5,0.2724
2900,Hollister Festival Vibes For Him  ,50,16.99,6.2,0.3398
2901,Armaf The Lions Club Monarque  ,100,38.99,8.1,0.3899
2904,Lorenzo Villoresi Uomo  ,50,50.47,7.7,1.0094
2905,Stephane Humbert Lucas 777 2022 Generation  ,50,150.0,8.0,3.0
2906,Narciso Rodriguez For Him Bleu Noir  ,50,34.5,7.6,0.69
2907,Rasasi Faqat Lil Rijal  ,50,21.76,7.6,0.43520000000000003
2909,Caron Pour Un Homme  ,125,150.0,7.6,1.2
2911,Ferrari Scuderia  ,75,26.49,6.6,0.35319999999999996
2912,David Beckham True Instinct  ,50,13.72,7.6,0.27440000000000003
2915,Giorgio Armani Acqua di Giò  ,125,119.99,8.3,0.95992
2916,Xerjoff Casamorati 1888 Fiero  ,100,114.7,7.9,1.147
2917,AVON Today Tomorrow Always The Moment for Him  ,75,29.76,7.2,0.39680000000000004
2918,Asdaaf Majd Al Sultan  ,100,13.35,8.0,0.1335
2919,Mauboussin Pour Lui In Red  ,100,16.6,7.1,0.166
2920,Dior Homme  ,75,135.0,8.5,1.8
2923,Montblanc Legend  ,15,56.32,7.5,3.7546666666666666
2924,Burberry Mr. Burberry  ,100,45.95,6.6,0.4595
2925,Ralph Lauren Polo Blue Sport  ,125,49.99,7.2,0.39992
2927,David Beckham Beyond  ,40,9.95,6.3,0.24874999999999997
2928,Guerlain L'homme Ideal  ,100,65.94,8.4,0.6594
2929,Lolita Lempicka Homme  ,100,30.99,7.6,0.3099
2930,Tabac Original  ,100,10.9,7.5,0.109
2931,Xerjoff Casamorati 1888 Fiero Men  ,30,66.21,7.9,2.207
2933,Fendi Fan Di Fendi Pour Homme Acqua  ,100,99.0,6.7,0.99
2934,Tom Ford Vanille Fatale  ,30,163.92,7.9,5.4639999999999995
2935,Mercedes Benz Air  ,100,27.16,5.7,0.2716
2937,Reyane Insurrection  ,100,16.95,8.2,0.16949999999999998
2938,Khadlaj Onyx Silver  ,100,29.99,7.8,0.2999
2939,Khadlaj 25 Loyalty  ,100,39.02,8.0,0.39020000000000005
2941,Kenneth Cole Copper Black  ,100,32.1,8.2,0.321
2942,Al Haramain L'Aventure Knight Men  ,100,30.6,7.3,0.306
2943,Cerruti 1881 Silver  ,100,31.4,7.4,0.314
2944,Xerjoff 17/17 Homme  ,50,172.12,8.7,3.4424
2945,Sapil Intense Noir  ,100,18.0,8.1,0.18
2946,Dana Mandate  ,100,5.99,8.1,0.0599
2947,Abercrombie & Fitch Away Tonight Men  ,100,23.99,6.8,0.23989999999999997
2948,Versace Dylan Blue  ,5,7.95,7.7,1.59
2949,Guess Seductive Noir Homme  ,100,21.2,7.5,0.212
2950,Abercrombie & Fitch Fierce  ,30,18.85,7.6,0.6283333333333334
2951,Diesel Only the Brave Wild  ,75,59.95,5.4,0.7993333333333333
2952,Etat Libre d'Orange Sous Le Pont Mirabeau  ,50,72.5,6.7,1.45
2953,Yves Saint Laurent L'Homme  ,100,86.24,8.4,0.8623999999999999
2954,Hugo Boss Bottled Unlimited  ,50,34.63,7.2,0.6926000000000001
2955,Playboy London  ,50,18.99,6.5,0.37979999999999997
2956,Salvatore Ferragamo Intense Leather  ,30,29.99,7.6,0.9996666666666666
2959,Armaf Hunter Intense  ,100,16.0,7.7,0.16
2960,Diesel Only The Brave Street  ,50,27.4,5.6,0.5479999999999999
2961,Burberry London Men  ,30,25.45,7.9,0.8483333333333333
2963,Mauboussin Discovery  ,100,24.99,7.5,0.24989999999999998
2964,Montblanc Presence  ,75,25.15,7.6,0.3353333333333333
2965,Paris Hilton for Men  ,100,26.0,6.8,0.26
2966,Guess 1981 Indigo For Men  ,100,19.0,6.5,0.19
2967,The Body Shop White Musk Oil  ,20,20.8,7.7,1.04
2968,Rasasi Tobacco Blaze  ,75,28.65,7.4,0.382
2969,Bentley For Men  ,60,29.99,7.6,0.4998333333333333
2970,Antonio Banderas Blue Seduction  ,100,14.7,7.5,0.147
2971,BVLGARI Man Rain Essence  ,60,49.95,7.1,0.8325
2972,Coach Open Road  ,60,41.52,7.3,0.6920000000000001
2973,Gisada Uomo  ,50,28.99,7.4,0.5798
2975,Burberry Hero  ,150,65.41,7.3,0.43606666666666666
2977,Lattafa Al Nashama Caprice  ,100,21.12,8.1,0.2112
2978,Cuba Black  ,35,5.72,6.4,0.16342857142857142
2979,Police Potion Men  ,100,15.45,7.9,0.1545
2980,Laura Biagiotti Roma Uomo Green Swing  ,75,30.95,7.0,0.4126666666666667
2981,Cartier Pasha de  ,150,166.77,8.1,1.1118000000000001
2982,Zadig & Voltaire This Is Him!  ,50,34.55,7.7,0.691
2983,Tom Ford Black Lacquer  ,50,164.99,7.7,3.2998000000000003
2984,Dsquared2 Original Wood  ,100,39.5,7.5,0.395
2985,John Varvatos Artisan Pure  ,75,30.4,7.8,0.4053333333333333
2986,Lalique L'Insoumis Ma Force  ,100,25.95,6.2,0.2595
2987,Tommy Hilfiger New York  ,50,17.0,7.2,0.34
2988,Creed Viking  ,50,171.05,7.8,3.4210000000000003
2989,DKNY Energizing Men  ,30,29.99,7.3,0.9996666666666666
2990,Mercedes Benz Sign  ,100,33.25,6.0,0.3325
2991,Michael Buble Pour Homme  ,70,12.95,7.0,0.185
2992,Issey Miyake Fusion D'Issey Extrême  ,100,38.5,7.2,0.385
2993,Diesel Spirit Of The Brave Intense  ,50,25.95,7.1,0.519
2994,Mercedes Benz Man Intense  ,100,21.98,6.6,0.2198
2995,Linn Young Mighty Mood  ,30,4.48,8.0,0.14933333333333335
2996,Daniel Hechter Cuir Sensuel  ,100,10.0,6.6,0.1
2998,Rabanne Invictus Intense  ,50,120.0,7.0,2.4
2999,Police To Be Goodvibes for Him  ,40,10.95,7.1,0.27375
3000,Hermes Rocabar  ,100,79.06,7.9,0.7906
3001,Kenzo L'eau Hyper Wave Homme  ,50,26.95,7.1,0.539
3002,Arabian Oud Aseel Special Edition  ,110,157.5,8.7,1.4318181818181819
3003,Diesel Spirit Of The Brave  ,75,26.95,7.1,0.35933333333333334
3006,Giorgio Armani Code Absolu  ,60,209.99,8.0,3.4998333333333336
3007,Burberry Hero  ,150,82.61,7.3,0.5507333333333333
3008,Amouage Honour Men  ,100,320.0,7.9,3.2
3009,Hugo Boss Bottled United  ,50,41.95,6.3,0.8390000000000001
3010,Hugo Boss The Scent Le  for Him  ,50,60.04,7.6,1.2008
3011,Elie Saab L'HOMME  ,150,38.25,6.7,0.255
3012,Yardley Chrome  ,50,15.0,5.0,0.3
3014,Lolita Lempicka  ,50,26.2,7.6,0.524
3015,Ahmed Al Maghribi Joud  ,100,81.82,8.5,0.8181999999999999
3016,Sergio Tacchini Smash  ,100,17.3,6.8,0.17300000000000001
3018,Eisenberg Men J'Ose  ,50,89.4,8.0,1.788
3019,Pepe Jeans Addictive For Him  ,50,18.95,7.5,0.379
3021,Vince Camuto Riviera  ,100,21.1,7.8,0.21100000000000002
3022,Michael Kors Pour Homme  ,50,44.2,7.0,0.884
3023,Escada Moon Sparkle for Men  ,50,65.0,6.4,1.3
3025,Carolina Herrera Bad Boy  ,100,79.95,6.3,0.7995
3026,Police To Be  ,75,11.7,5.9,0.156
3028,Acqua Dell Elba Arcipelago Men  ,100,52.6,7.8,0.526
3029,Versace Atelier Tabac Impérial  ,100,170.0,8.5,1.7
3030,Calvin Klein Eternity Aqua Body Spray for Men ,160,10.93,10.0,0.0683125
3033,John Varvatos Dark Rebel Rider  ,125,112.96,7.8,0.9036799999999999
3034,Zirh  ,125,7.48,7.2,0.059840000000000004
3036,Maison Alhambra Hercules  ,100,14.25,8.4,0.1425
3038,Diesel Spirit Of The Brave  ,50,23.25,7.1,0.465
3039,Police Contemporary  ,100,9.95,6.6,0.09949999999999999
3040,Rabanne Invictus  ,200,103.95,6.5,0.51975
3041,Dior Homme Eau  ,100,132.44,8.5,1.3244
3042,Police To Be Goodvibes for Him  ,125,15.7,7.1,0.1256
3043,Christian Lacroix Christian Lacroix Bazar  ,50,12.14,7.2,0.24280000000000002
3044,Rochas L'Homme Rochas  ,40,17.95,7.6,0.44875
3045,Carolina Herrera CH Sport  ,100,40.05,6.7,0.40049999999999997
3046,Police Potion Power  ,50,17.3,6.6,0.34600000000000003
3048,Cartier Pasha de Edition Noire  ,50,47.29,7.3,0.9458
3049,Tom Ford for Men  ,50,224.99,7.4,4.4998000000000005
3050,Dunhill 51.3 N  ,100,54.99,6.8,0.5499
3052,BVLGARI Man Glacial Essence  ,60,56.0,6.7,0.9333333333333333
3053,Maison Francis Kurkdjian L'Homme A la Rose  ,70,208.95,7.3,2.985
3054,Arabian Oud Solid Black  ,100,135.0,7.5,1.35
3056,Emperor Blue Grandiose  ,100,73.2,7.5,0.732
3057,Noir Zilli Cachemire  ,100,66.0,8.4,0.66
3058,Usher For Him  ,100,42.99,7.0,0.4299
3059,Annick Goutal Encens Flamboyant  ,100,205.23,7.8,2.0523
3063,Saphir Seduction Man  ,200,23.47,6.0,0.11735
3064,Tumi Awaken  ,100,30.0,7.2,0.3
3065,Jovan Black Musk  ,88,5.95,5.9,0.06761363636363636
